timeframe,fast_period,slow_period,signal_period,take_profit_pct,histogram_expansion_bars,divergence_lookback,pivot_window,train_bars,test_bars,train_score,train_return_pct,train_max_drawdown_pct,train_sharpe,train_closed_lots,train_win_rate_pct,train_profit_factor,test_return_pct,test_max_drawdown_pct,test_sharpe,test_closed_lots,test_win_rate_pct,test_profit_factor,test_net_pnl_usdt,is_best_for_timeframe
30m,12,21,9,0.025,2,30,3,6010,2592,-3.9587974843970297,-1.8195409588316034,2.1392565255654263,-3.2293404999814705,1427,36.29992992291521,0.835560398800231,-1.009975591481416,1.2336090784534235,-4.477243678589552,628,34.554140127388536,0.7741569782732293,-100.99755914814159,False
30m,14,21,6,0.015,2,30,3,6010,2592,-3.977451811046439,-1.8727124218083555,2.104739389238084,-3.8476931277955697,1499,36.424282855236825,0.8256539678387514,-1.2207709321356195,1.3348016799827451,-5.8768785229619445,664,36.295180722891565,0.7282414556822221,-122.07709321356197,False
30m,8,30,9,0.025,2,30,3,6007,2592,-3.990517731784355,-1.7919418135966771,2.198575918187678,-3.238011289070441,1513,36.35161929940516,0.8382032835674506,-1.2512758371902963,1.4863133340582444,-5.636208485095957,670,35.67164179104478,0.7386562099543228,-125.12758371902964,False
30m,10,26,9,0.02,2,30,3,6010,2592,-4.016647954044923,-1.8390111538355087,2.177636800209414,-3.4594105481211894,1432,36.592178770949715,0.830058850017438,-1.0363092695957494,1.1589895020951844,-4.855887031945847,631,35.182250396196515,0.7645150817305596,-103.63092695957494,False
30m,10,21,9,0.02,2,30,3,6010,2592,-4.02619741058133,-1.7974674058226627,2.228730004758667,-3.34355625974896,1479,36.308316430020284,0.835316792401006,-1.1940828553265965,1.3383765128197194,-5.55227903404059,651,34.86943164362519,0.7367621691888976,-119.40828553265965,False
30m,12,26,6,0.015,3,30,3,6010,2592,-4.045561939260139,-1.910888264525238,2.1346736747349015,-5.031385629215249,1143,36.74540682414698,0.7580688337404029,-0.8627446265048638,0.9059045106536542,-5.497116334522883,485,36.70103092783505,0.7284017099506149,-86.27446265048638,False
30m,10,21,9,0.025,2,30,3,6010,2592,-4.046672931183567,-1.7820976548650471,2.26457527631852,-3.1885542494445085,1483,35.8732299393122,0.8399154894670782,-1.256001075886088,1.4361424850372917,-5.608323777566796,662,34.74320241691843,0.7316475544322687,-125.60010758860881,False
30m,8,35,6,0.015,2,30,3,6005,2592,-4.050442952237331,-1.8664429038915842,2.184000048345747,-3.908799383184398,1628,36.547911547911546,0.8302223363069755,-0.9371691932926661,1.0484522414378212,-4.685583108171051,698,35.53008595988539,0.7833437378869332,-93.7169193292666,False
30m,8,35,9,0.015,2,30,3,6002,2592,-4.064034844933291,-1.8165568783335948,2.247477966599696,-3.8222595598425184,1420,36.267605633802816,0.821747845094087,-1.1393760743811618,1.2889731801417559,-5.612443233859241,625,35.04,0.7289320071598681,-113.93760743811617,False
30m,8,30,6,0.015,3,30,3,6010,2592,-4.06437103186901,-1.9810081846916,2.08336284717741,-5.411809219029117,1231,36.3931762794476,0.753632431398384,-0.864363087334823,0.96013850664199,-5.621114914855229,538,35.501858736059475,0.7359447470890779,-86.43630873348229,False
30m,8,26,9,0.015,3,30,3,6010,2592,-4.069329045314111,-1.9721451467390214,2.0971838985750897,-5.251905526458396,1114,35.637342908438065,0.7427454821581587,-0.9520455253563705,1.002025980843598,-6.126185889937169,478,35.98326359832636,0.7024923354191066,-95.20455253563705,False
30m,12,26,6,0.02,3,30,3,6010,2592,-4.0703121090838446,-1.853101442773459,2.2172106663103857,-4.498550813194918,1161,36.7786391042205,0.7697852602087014,-0.8177187378241434,0.8966012569641042,-4.953657912383166,488,36.47540983606557,0.750572921013358,-81.77187378241433,False
30m,8,30,6,0.025,3,30,3,6010,2592,-4.080373092543448,-1.9114813426974253,2.1688917498460225,-4.596546348898218,1261,36.79619349722443,0.7725702223097819,-0.6114035942412375,0.8443928210873284,-3.6485505181582556,546,35.53113553113553,0.8185923407126559,-61.140359424123744,False
30m,14,35,6,0.02,2,30,3,6005,2592,-4.083215795127236,-1.8566411324861471,2.226574662641089,-3.522616323072044,1465,35.63139931740614,0.8276167774547323,-0.49985176534753917,0.7099096292789274,-2.4073045408372074,626,35.78274760383386,0.8753460096902791,-49.98517653475392,False
30m,14,35,6,0.015,2,30,3,6005,2592,-4.083819159330644,-1.8557944120250067,2.2280247473056374,-3.8883568398415504,1403,35.56664290805417,0.8166326413203535,-0.8389276259393955,0.9886551869013787,-4.4284169970453116,610,35.57377049180328,0.7857702109404616,-83.89276259393955,False
30m,14,35,6,0.025,2,30,3,6005,2592,-4.110517040592698,-1.848622328466663,2.261894712126035,-3.3847879622823958,1474,35.549525101763905,0.8300536396933266,-0.49353769663057395,0.734612938282347,-2.238915258049821,632,35.28481012658228,0.8812496202378679,-49.35376966305739,False
30m,8,26,9,0.025,3,30,3,6010,2592,-4.125852025748289,-1.963249081713493,2.1626029440347962,-4.696817006394353,1134,35.80246913580247,0.7534391587478911,-0.6203291465732946,0.8463291246726303,-3.565550605262721,495,36.36363636363637,0.8140002566365314,-62.03291465732946,False
30m,10,35,9,0.02,2,30,3,6002,2592,-4.139427619488225,-1.8768091495029875,2.262618469985237,-3.5306591791866655,1401,36.4739471805853,0.8236232773603293,-0.3295874430483673,0.7711383505750953,-1.5823746896234487,584,35.61643835616438,0.9110478908799187,-32.95874430483673,False
30m,14,26,6,0.015,2,30,3,6010,2592,-4.1495180221951955,-1.8903526185935153,2.25916540360168,-3.9403581138482195,1443,36.7983367983368,0.8168454898172687,-1.2837707439048063,1.3805394609030155,-6.314481844842587,649,34.66872110939907,0.7044836610221719,-128.37707439048063,False
30m,8,35,9,0.02,2,30,3,6002,2592,-4.151724187273089,-1.8096500882900546,2.3420740989830344,-3.450362145891762,1492,36.52815013404826,0.832360913232885,-0.7863022365726465,0.9660554228824222,-3.652523265132051,641,35.257410296411855,0.8176340482110448,-78.63022365726465,False
30m,10,26,9,0.025,2,30,3,6010,2592,-4.173581620641554,-1.8968330600994159,2.2767485605421376,-3.3978245041469353,1444,36.21883656509695,0.8293626609726847,-1.0579819793034768,1.2439045924025802,-4.728031482258113,641,34.945397815912635,0.767789111395826,-105.79819793034767,False
30m,12,30,6,0.02,2,30,3,6010,2592,-4.175408095810397,-1.8339265243049523,2.341481571505445,-3.4590211578473915,1535,37.39413680781759,0.8352327242714945,-1.0148935407013777,1.1927461237713222,-4.723496045993988,667,35.532233883058474,0.7752744310796909,-101.48935407013778,False
30m,10,35,9,0.025,2,30,3,6002,2592,-4.186675052812275,-1.885362740852597,2.301312311959678,-3.4100870036982935,1412,36.26062322946176,0.8251228532021838,-0.2863377768494684,0.7202970213403812,-1.313446135553172,590,35.25423728813559,0.9252291739992278,-28.633777684946836,False
30m,12,26,9,0.025,2,30,3,6010,2592,-4.211351465249024,-1.912385075722377,2.2989663895266466,-3.4805283095347663,1381,35.98841419261405,0.8229061224964195,-0.5059142309977688,0.7354332072400113,-2.2693485645820783,587,35.604770017035776,0.87269300530006,-50.591423099776875,False
30m,10,30,9,0.025,2,30,3,6007,2592,-4.2148650234795975,-1.8793324196221146,2.335532603857483,-3.382686494924324,1413,35.6687898089172,0.8275191808112674,-0.6385566427720915,0.871682481414352,-2.8716852429288244,621,34.94363929146538,0.8489136947613317,-63.855664277209144,False
30m,8,30,12,0.02,2,30,3,6004,2592,-4.220836247424213,-1.9030617504999645,2.3177744969242484,-3.658226826109443,1386,36.43578643578644,0.8177306712806189,-0.5105120596651068,0.7540837212472045,-2.4487011874468476,598,35.953177257525084,0.8671612239505029,-51.05120596651068,False
30m,10,26,6,0.015,2,30,3,6010,2592,-4.235150781109302,-2.011830476265077,2.2233203048442247,-4.1093381062942225,1581,36.17963314358001,0.8192915751065251,-0.9447531510547015,1.0978423619876454,-4.614026722928047,700,36.285714285714285,0.7866018315533744,-94.47531510547014,False
30m,10,21,6,0.015,3,30,3,6010,2592,-4.252171338400103,-2.0473254922339765,2.2048458461661267,-5.447229754014702,1248,35.496794871794876,0.7535137980160699,-0.7414238344501245,0.8615431727055329,-4.6772257097316645,540,34.629629629629626,0.7729604720661805,-74.14238344501246,False
30m,8,26,12,0.02,2,30,3,6008,2592,-4.25741216479226,-1.9714300048704718,2.2859821599217884,-3.758071439806294,1402,36.44793152639087,0.814741086176711,-0.9662541477716694,1.125021560116702,-4.570180453495768,611,34.86088379705401,0.7737613417671183,-96.62541477716695,False
30m,8,21,12,0.025,2,30,3,6010,2592,-4.2987620490571326,-1.9954452086761558,2.303316840380977,-3.6095723515284788,1456,35.645604395604394,0.81844751852306,-1.3147456589146713,1.4642794079096595,-5.863616663463794,652,34.66257668711656,0.7223672220448386,-131.47456589146714,False
30m,8,35,6,0.02,2,30,3,6005,2592,-4.31533808797728,-1.981595180795448,2.3337429071818323,-3.7851481758675347,1683,36.007130124777184,0.828659361097963,-0.7969104414154027,0.9802777231317792,-3.76746908102834,704,34.94318181818182,0.8225988761015817,-79.69104414154026,False
30m,14,30,6,0.015,2,30,3,6010,2592,-4.318060145206328,-2.0341045193939133,2.2839556258124145,-4.28097164014157,1399,36.240171551107935,0.8010377127468887,-0.9501910832323484,1.097053652116295,-4.8428063228123035,609,35.139573070607554,0.7631884736496893,-95.01910832323483,False
30m,12,21,6,0.02,2,30,3,6010,2592,-4.323200878066121,-2.017829002232938,2.3053718758331834,-3.7588322821863405,1599,35.7098186366479,0.8240961779199021,-1.0140251288884246,1.2392919576602641,-4.695342331570429,700,35.42857142857142,0.7851015190104543,-101.40251288884247,False
30m,14,26,6,0.02,2,30,3,6010,2592,-4.325743916958036,-1.930824057827176,2.39491985913086,-3.65889139685206,1512,36.838624338624335,0.8251597308391838,-1.0739982564818455,1.242827413411528,-5.040106503607365,657,34.39878234398782,0.7589196443086332,-107.39982564818456,False
30m,8,21,6,0.025,2,30,3,6010,2592,-4.327858588796188,-2.0426691145352196,2.2851894742609677,-3.768299298867613,1802,35.5715871254162,0.8314713790988487,-0.9242714979238736,1.1464736483928626,-4.075970187356763,760,36.31578947368421,0.8102469787747177,-92.42714979238735,False
30m,8,26,6,0.02,3,30,3,6010,2592,-4.33371724429445,-2.061756691494411,2.2719605528000386,-5.268729163839826,1274,36.9701726844584,0.749332644474308,-0.7350967067714009,0.8521163661580795,-4.654523237409223,547,34.73491773308958,0.7768355581072426,-73.5096706771401,False
30m,8,21,6,0.02,2,30,3,6010,2592,-4.333759450767003,-2.053826329207768,2.2799331215592353,-3.925676072230983,1790,35.58659217877095,0.8280127111997584,-0.8834124208145113,1.0533594573019136,-4.063652371394886,748,36.36363636363637,0.8115550587183619,-88.34124208145113,False
30m,10,21,6,0.015,2,30,3,6010,2592,-4.3360722938876535,-2.0761539435492886,2.2599183503383653,-4.273289844433666,1657,36.14966807483403,0.8163640729612005,-0.9342988042500291,1.0308849557521533,-4.596599247247279,714,36.41456582633053,0.7891429565815327,-93.42988042500292,False
30m,8,26,6,0.015,3,30,3,6010,2592,-4.336563723234708,-2.0804216843679932,2.256142038866715,-5.689007958844798,1260,36.74603174603175,0.7421353086020712,-0.8098382161776135,0.8968271703902791,-5.392828761399536,543,35.35911602209944,0.745511081587861,-80.98382161776135,False
30m,14,21,6,0.015,3,30,3,6010,2592,-4.338973257035764,-2.099358127127871,2.2396151299078935,-5.517980526823873,1136,35.91549295774648,0.7345020673687331,-0.9284927796931152,0.9816801101119668,-5.875455005964565,485,36.907216494845365,0.7128777041130622,-92.84927796931152,False
30m,12,26,6,0.025,3,30,3,6010,2592,-4.340608902291808,-1.9688871631700202,2.3717217391217877,-4.607970758516508,1167,36.67523564695801,0.7620453087789667,-0.5114456023577441,0.7307985497231985,-2.9513634337887518,493,37.11967545638945,0.8443586695354736,-51.14456023577441,False
30m,12,30,6,0.025,2,30,3,6010,2592,-4.38655681301168,-1.978844881649966,2.4077119313617144,-3.580539178849016,1548,36.95090439276486,0.8259906714991876,-1.152544550281491,1.3874630064222375,-5.137791167776793,676,35.35502958579882,0.7544087923950655,-115.2544550281491,False
30m,14,21,6,0.02,3,30,3,6010,2592,-4.393762758026661,-2.049001085492055,2.3447616725346063,-5.005261507420997,1148,35.97560975609756,0.7449117445665981,-0.9324598888183391,1.0180499343082665,-5.586731387268559,492,35.97560975609756,0.7213495846874014,-93.24598888183391,False
30m,10,21,6,0.02,2,30,3,6010,2592,-4.416965141918416,-2.1186220134980975,2.298343128420318,-3.9908664676891226,1698,35.68904593639576,0.8206584939621144,-0.9511389561085708,1.1373379086880948,-4.446095718271934,721,35.367545076282944,0.7948859854477067,-95.11389561085707,False
30m,12,35,6,0.015,2,30,3,6005,2592,-4.425341730558351,-1.9916205448091022,2.433721185749249,-4.186125535297725,1430,36.29370629370629,0.8058536545025435,-0.9105674823450318,1.0651633898990456,-4.570041948115119,631,35.97464342313788,0.7757653554645522,-91.05674823450317,False
30m,8,35,9,0.025,2,30,3,6002,2592,-4.434372105146074,-1.9639747344088208,2.470397370737253,-3.59092834477264,1497,36.20574482297929,0.8218886878598627,-0.8437091587627765,1.0605052952170084,-3.7376560867217945,650,35.07692307692308,0.8116888698865721,-84.37091587627765,False
30m,8,30,12,0.025,2,30,3,6004,2592,-4.467318595896363,-1.9892119111164355,2.478106684779928,-3.644796816873436,1405,36.22775800711744,0.815611154681791,-0.4602523065874084,0.6825660648109415,-2.1211221770400646,604,35.76158940397351,0.8834298866087125,-46.02523065874084,False
30m,10,26,6,0.02,2,30,3,6010,2592,-4.4723600321339525,-2.1118465203945562,2.3605135117393967,-3.9212158712195415,1639,35.753508236729715,0.8206375879567167,-1.016621303886859,1.2418861445023184,-4.713518693481667,707,35.5021216407355,0.7838252697484821,-101.66213038868591,False
30m,8,21,12,0.02,2,30,3,6010,2592,-4.473639096588814,-2.0892832152142002,2.3843558813746135,-3.9342748307430226,1454,35.9697386519945,0.8076680880710828,-1.231857301995733,1.3455512643295122,-5.717753349801269,641,34.789391575663025,0.7310939811191162,-123.1857301995733,False
30m,10,30,6,0.02,2,30,3,6010,2592,-4.49936965652583,-2.1170137198359953,2.3823559366898346,-3.9774714640271243,1596,35.83959899749373,0.8157036556543513,-1.0195376700888301,1.2013787365140223,-4.737692365075234,682,35.483870967741936,0.7816221305055092,-101.953767008883,False
30m,8,26,6,0.025,3,30,3,6010,2592,-4.502985420775538,-2.131305920842951,2.3716794999325863,-5.182384727681605,1285,37.12062256809339,0.7471739546519286,-0.5539146978068311,0.7611543276175508,-3.3574151009843027,554,35.37906137184115,0.8327653557579748,-55.39146978068311,False
30m,8,26,12,0.025,2,30,3,6008,2592,-4.526278314883056,-2.082151855986649,2.444126458896407,-3.783158837843745,1416,36.228813559322035,0.8107695758403415,-0.9322504396711703,1.154301447557694,-4.1943871850716015,620,34.83870967741935,0.7887740964060103,-93.22504396711702,False
30m,10,35,6,0.02,2,30,3,6005,2592,-4.527027675898772,-2.0981575154459278,2.428870160452844,-3.9256097372075724,1576,36.421319796954315,0.8153059554410533,-0.9807804467437382,1.1799905953397603,-4.642065253942992,667,36.13193403298351,0.7816069727863199,-98.07804467437381,False
30m,14,26,6,0.025,2,30,3,6010,2592,-4.532699592952412,-2.109358743159246,2.423340849793165,-3.839254534606148,1522,36.530880420499344,0.8125024828354744,-1.2134528741228496,1.4393376256140482,-5.459611661950984,667,34.18290854572714,0.7374763492635881,-121.34528741228496,False
30m,8,21,9,0.025,2,30,3,6010,2592,-4.53272485452126,-2.090301133032517,2.4424237214887428,-3.8084408896092583,1611,35.567970204841714,0.8209468225029795,-1.0288226805326122,1.2516617565658346,-4.533961392530711,696,36.637931034482754,0.784866974694139,-102.88226805326121,False
30m,8,30,6,0.02,2,30,3,6010,2592,-4.594163461386808,-2.1964657296671066,2.3976977317197012,-4.210854844921302,1695,35.575221238938056,0.811608559678316,-1.0359167197848729,1.2274240073848048,-4.800173381210269,736,35.59782608695652,0.7782835845654928,-103.59167197848728,False
30m,12,26,6,0.02,2,30,3,6010,2592,-4.61029082462022,-2.1291293873712496,2.481161437248971,-3.9989486728901134,1567,36.311423101467774,0.8137930973997729,-1.2202927855020607,1.3966016542344843,-5.612678195739603,679,36.22974963181149,0.7452129783701551,-122.02927855020607,False
30m,8,21,9,0.02,2,30,3,6010,2592,-4.627491447414808,-2.127626480090348,2.49986496732446,-4.023433868148594,1606,35.99003735990037,0.8144780543285579,-0.9880342509389265,1.1872144332396037,-4.521539442811137,686,36.588921282798836,0.7879640743581131,-98.80342509389266,False
30m,12,21,6,0.025,2,30,3,6010,2592,-4.679966580747243,-2.176067675259692,2.5038989054875507,-3.906800033077532,1609,35.23927905531386,0.8148073431231838,-1.0671774981979978,1.3412328476291115,-4.733614933128094,714,35.57422969187675,0.7818662024086235,-106.71774981979979,False
30m,10,35,6,0.025,2,30,3,6005,2592,-4.685464156503759,-2.2022733151828104,2.483190841320949,-3.956665824291974,1585,36.02523659305994,0.809474450403298,-1.036242450171194,1.2698595223269007,-4.690328906804429,678,35.84070796460177,0.778718500804581,-103.62424501711939,False
30m,8,30,6,0.015,2,30,3,6010,2592,-4.713121452910999,-2.2652613106256285,2.4478601422853705,-4.778109149946804,1639,35.81452104942038,0.7964609382061456,-0.8776301318845434,1.0033706821280175,-4.2930237229614425,726,36.77685950413223,0.8015166513967912,-87.76301318845435,False
30m,8,26,6,0.015,2,30,3,6010,2592,-4.7245010216027605,-2.2717498953079667,2.4527511262947934,-4.753084732190179,1706,35.873388042203985,0.7991738582138619,-0.7703009898583878,0.8963464363240236,-3.813903015246784,724,37.430939226519335,0.8235123531365905,-77.03009898583878,False
30m,14,21,6,0.02,2,30,3,6010,2592,-4.738080159245438,-2.2214523801446373,2.5166277791008005,-4.1781873755159635,1553,35.80167417900837,0.8057447453387002,-1.0786616778592362,1.26499323792454,-4.9581784775041395,678,35.9882005899705,0.7701258742158432,-107.86616778592361,False
30m,14,21,6,0.025,3,30,3,6010,2592,-4.745655730364623,-2.216486941229887,2.5291687891347365,-5.221511982567858,1154,35.78856152512998,0.7315035229375371,-0.6132372113783641,0.8392413305855804,-3.4966069802777735,497,36.61971830985916,0.8171628504960808,-61.3237211378364,False
30m,8,26,9,0.02,2,30,3,6010,2592,-4.750412823731048,-2.2118975982242954,2.5385152255067522,-4.182854988211105,1542,35.797665369649806,0.8039671353367883,-1.1805556231594712,1.3636209517172533,-5.485839540444902,667,35.23238380809595,0.747520890861193,-118.0555623159471,False
30m,8,21,6,0.015,2,30,3,6010,2592,-4.766868556423683,-2.276733110712048,2.490135445711635,-4.760757384471258,1749,35.906232132647226,0.8014663142644592,-0.747081178354747,0.8846806052807367,-3.635826035748303,739,37.48308525033829,0.8321136942014322,-74.7081178354747,False
30m,8,26,6,0.02,2,30,3,6010,2592,-4.792896440803486,-2.3079508680022083,2.4849455728012777,-4.397663290735908,1754,35.40478905359179,0.805376031009106,-0.9532795054611597,1.1141659918662716,-4.4514200261965655,736,36.41304347826087,0.7945795365209641,-95.32795054611597,False
30m,10,21,6,0.025,2,30,3,6010,2592,-4.8626656943296735,-2.311652507994549,2.5510131863351244,-4.218036602158198,1700,35.294117647058826,0.8077240194231639,-1.0843027022969,1.2851004043039616,-4.838644607239308,736,35.190217391304344,0.7771428069788322,-108.43027022969,False
30m,8,26,9,0.025,2,30,3,6010,2592,-4.870722786303813,-2.293225794298141,2.577496992005672,-4.168223453890822,1546,35.38163001293661,0.8013845931620258,-1.3180526233763885,1.5568233044932114,-5.872276337809248,679,35.051546391752574,0.7292168722440548,-131.80526233763885,False
30m,12,35,6,0.02,2,30,3,6005,2592,-4.914235904853857,-2.228368724101001,2.6858671807528567,-4.226837519927677,1509,36.381709741550694,0.7988901218783209,-0.7084983242001363,0.8942756757406846,-3.3351111817141073,648,36.26543209876543,0.8318975524655386,-70.84983242001363,False
30m,12,35,6,0.025,2,30,3,6005,2592,-4.914426876259591,-2.241283261421213,2.673143614838378,-4.093941482065401,1513,36.08724388631857,0.8004194982282795,-0.6639541261253543,0.8778853754486015,-2.9678570733785796,658,36.01823708206687,0.84850601840266,-66.39541261253544,False
30m,14,30,6,0.025,2,30,3,6010,2592,-4.946734356041989,-2.343874847930656,2.602859508111333,-4.285342425004068,1479,35.902636916835704,0.7899181919832521,-0.6612334609636855,0.9171700281137597,-2.983201501319805,629,34.97615262321145,0.8433841941848136,-66.12334609636855,False
30m,14,30,6,0.02,2,30,3,6010,2592,-4.9529936791766325,-2.3378212821964737,2.615172396980159,-4.442466089352408,1472,36.141304347826086,0.7879566352913004,-0.679079211952685,0.8902792284488811,-3.238933674707704,622,35.36977491961415,0.8341414017537415,-67.9079211952685,False
30m,10,26,6,0.025,2,30,3,6010,2592,-5.035405530880491,-2.3705321058622575,2.6648734250182335,-4.2498892625195746,1646,35.11543134872418,0.8029075823771208,-1.0616507919973448,1.3357108662175383,-4.711998344222121,722,35.59556786703601,0.7831018227867108,-106.16507919973446,False
30m,12,26,6,0.025,2,30,3,6010,2592,-5.039743086680015,-2.325842390614671,2.713900696065344,-4.210460927686489,1570,35.92356687898089,0.8003057829109448,-1.2679462947062348,1.5013652829119846,-5.620467453711277,686,36.005830903790084,0.7427301393247575,-126.79462947062348,False
30m,10,30,6,0.025,2,30,3,6010,2592,-5.066339375231598,-2.390701219469283,2.6756381557623152,-4.3312552043643,1605,35.389408099688474,0.7964655072420659,-1.1096495363140457,1.3485983815297482,-4.968578463878944,691,35.166425470332854,0.76995192884313,-110.96495363140457,False
30m,8,35,6,0.025,2,30,3,6005,2592,-5.078317710883449,-2.3584347037090994,2.71988300717435,-4.344960719696741,1693,35.499113998818665,0.801822756586838,-0.9001675255806912,1.1406812510293167,-4.030847641814695,722,34.903047091412745,0.8102414814248254,-90.01675255806913,False
30m,8,26,6,0.025,2,30,3,6010,2592,-5.205589689426497,-2.48450456453691,2.721085124889587,-4.577197318083105,1759,35.133598635588406,0.7942161027684701,-0.9486602348669111,1.1756981623866671,-4.269577699065421,748,36.49732620320856,0.8026407877791162,-94.86602348669112,False
30m,8,30,6,0.025,2,30,3,6010,2592,-5.250769029276716,-2.5068077117153007,2.743961317561415,-4.642693121919927,1704,35.093896713615024,0.7910236898522711,-0.9765468104147839,1.2218904118231435,-4.35331435296908,747,35.7429718875502,0.7978267695950759,-97.6546810414784,False
30m,14,21,6,0.025,2,30,3,6010,2592,-5.332854328414039,-2.542698981563808,2.790155346850231,-4.579976858896089,1567,35.41799617102744,0.7847756365096943,-1.1738963206121298,1.4127902411595286,-5.189415044417424,685,35.76642335766424,0.7572018157982607,-117.38963206121298,False
1H,10,21,6,0.02,2,30,3,6010,2592,0.2537235557999127,1.2639381092755138,1.010214553475601,1.1851341655071779,1494,42.971887550200805,1.0856150163028475,-0.358426077863769,1.177923966559646,-0.8378461901248633,707,40.02828854314003,0.9452895711364034,-35.8426077863769,True
1H,12,21,6,0.025,2,30,3,6010,2592,0.23476671098137958,1.1207605098123348,0.8859937988309552,0.9892524051477747,1483,40.93054619015509,1.0727125910873632,-0.8323790223326978,1.842158929288526,-1.7877536401359793,663,39.81900452488688,0.8752457976071238,-83.23790223326978,False
1H,12,26,6,0.015,2,30,3,6010,2592,0.22997450255193763,0.9649152049470285,0.7349407023950909,1.0450361802069486,1349,44.180874722016306,1.0769893277806912,-0.6779112338732557,1.462826000011779,-1.7501285717235795,601,42.09650582362729,0.8790697297019879,-67.79112338732557,False
1H,8,30,6,0.025,2,30,3,6010,2592,0.00668179866023455,0.9567956094950751,0.9501138108348406,0.8439503974435704,1574,40.72426937738246,1.060143293343494,-0.037917602674369846,1.3187281285002384,-0.07428560343057565,720,39.58333333333333,0.9942161472280829,-3.7917602674369846,False
1H,8,30,6,0.02,2,30,3,6010,2592,-0.0094510123924344,0.8566151478579923,0.8660661602504267,0.823041829901737,1525,41.90163934426229,1.0574638119674344,-0.06993874139574473,1.087997045080347,-0.1567253764363881,701,40.22824536376605,0.9888946746206223,-6.993874139574473,False
1H,14,21,6,0.015,2,30,3,6010,2592,-0.04287722226810653,0.765338859682106,0.8082160819502126,0.8264353037948876,1351,44.48556624722428,1.0600173283541476,-0.64203834136777,1.458361336125773,-1.6784789710083983,594,41.582491582491585,0.8851410862723742,-64.203834136777,False
1H,10,21,9,0.015,2,30,3,6010,2592,-0.05517939649476644,0.9665021019134292,1.0216814984081957,1.0147986673248526,1322,45.612708018154315,1.0759901270844323,-0.7700755637508337,1.5428955154252806,-1.9879080291279092,570,41.75438596491228,0.8625570599326825,-77.00755637508337,False
1H,10,26,6,0.025,2,30,3,6010,2592,-0.06736220141927984,0.9851645433575322,1.052526744776812,0.8669503876799362,1507,40.809555408095555,1.0631769907008213,-0.11774385359260121,1.1991530509179487,-0.24561470061954785,677,40.177252584933534,0.9815992951802333,-11.774385359260123,False
1H,10,26,6,0.015,2,30,3,6010,2592,-0.11719562076897716,0.8280026166064454,0.9451982373754225,0.8830591315354801,1417,44.31898376852506,1.0633095863701993,-0.3222128009935659,1.018457524058978,-0.843926092499836,627,41.78628389154705,0.9412833730591582,-32.22128009935659,False
1H,12,21,6,0.02,2,30,3,6010,2592,-0.16301907595715426,0.780959556062935,0.9439786320200892,0.7467021536646073,1455,42.13058419243986,1.052741558213709,-0.34374844620691875,1.3259125668772431,-0.797556750757339,639,41.00156494522692,0.9440172775755178,-34.374844620691874,False
1H,8,21,9,0.02,2,30,3,6010,2592,-0.25800300319328384,0.8397119990985993,1.0977150022918831,0.7800736312164845,1444,43.83656509695291,1.0559426082162116,-0.6836697238919988,1.5423207155500405,-1.5948832750302264,647,40.1854714064915,0.8928385137481436,-68.36697238919987,False
1H,12,21,6,0.015,2,30,3,6010,2592,-0.26065364761907783,0.6683909234967541,0.9290445711158319,0.71433370066851,1402,44.222539229671895,1.0507827250164212,-0.6691559480830801,1.3665672388351435,-1.7288971973535827,619,41.35702746365105,0.8830169056643811,-66.91559480830801,False
1H,8,21,9,0.025,2,30,3,6010,2592,-0.27759305627969333,1.0550031126353678,1.3325961689150612,0.926263850263461,1471,42.4201223657376,1.0679991036351641,-0.9362524313548783,1.9294754728259393,-2.030946888138277,663,39.21568627450981,0.8624436099455548,-93.62524313548784,False
1H,10,21,6,0.015,2,30,3,6010,2592,-0.2792221435967561,0.7339616229741659,1.013183766570922,0.7696133829520513,1449,44.72049689440994,1.0540839486382907,-0.6434671853362124,1.2072322680377416,-1.6582543868743014,683,40.995607613469986,0.8942689348120799,-64.34671853362124,False
1H,10,26,6,0.02,2,30,3,6010,2592,-0.3137582509083111,0.7697015943624138,1.083459845270725,0.7335682113697234,1469,42.00136147038802,1.051729677485516,-0.01703690048203498,0.9675896541060918,-0.033123627536143535,653,41.04134762633997,0.997170701577008,-1.703690048203498,False
1H,10,21,9,0.025,2,30,3,6010,2592,-0.3333025719347714,0.9535171720738799,1.2868197440086513,0.8351569384583033,1402,42.582025677603426,1.06295875404451,-1.0670473610852242,2.0924202258055375,-2.287730938385786,623,40.44943820224719,0.8422677454244141,-106.70473610852241,False
1H,8,30,6,0.015,2,30,3,6010,2592,-0.3875691813574005,0.6135912848794942,1.0011604662368947,0.6645764248823958,1468,43.73297002724796,1.046239756565804,-0.5208444432193937,1.3182200222906877,-1.3432185233230622,685,40.87591240875913,0.9113291288866213,-52.08444432193937,False
1H,8,26,6,0.02,3,30,3,6010,2592,-0.3995289942740067,0.48127386230748015,0.8808028565814868,0.5848427977430621,1184,41.72297297297297,1.0435801322751852,-0.6215010059959241,1.2556172246062205,-1.9106379037603025,527,38.89943074003795,0.8662663973029274,-62.150100599592406,False
1H,8,26,6,0.02,2,30,3,6010,2592,-0.4078010407318242,0.7634398916440659,1.17124093237589,0.7207571229022233,1535,41.954397394136805,1.0504619921797844,-0.08215037432331883,1.0674071337243756,-0.1872637252297653,715,40.6993006993007,0.9869943678704102,-8.215037432331883,False
